Cuenta;Valor;Tipo mov.
430102068;LLO*AY*;Auxiliar
430102070;LOR*ER*;Auxiliar
430102071;LOP*A *;Auxiliar
430102072;LLO*PE*;Auxiliar
430102073;LLO*LA*;Auxiliar
430102075;LLO*SA*;Auxiliar
430102076;LLO*EN*;Auxiliar
430102077;LLO*GA*;Auxiliar
430102078;LLO*MO*;Auxiliar
430102081;LLO*RI*;Auxiliar
430102082;LLO*AR*;Auxiliar
430102084;LLO*BE*;Auxiliar
430102085;LA * C*;Auxiliar
430102087;LLO*PA*;Auxiliar
430102090;LLO*FE*;Auxiliar
430102091;LLO*HE*;Auxiliar
430102092;LLO*HE*;Auxiliar
430102093;TOM*EZ*;Auxiliar
430102094;LLO*PA*;Auxiliar
430102095;LOP*TI*;Auxiliar
430102096;LOR*ER*;Auxiliar
430102098;MAR*QU*;Auxiliar
430102099;LOP*AD*;Auxiliar
430102100;LOP*DO*;Auxiliar
430102103;LOP*LA*;Auxiliar
430102104;LLO*RI*;Auxiliar
430102105;LA * 2*;Auxiliar
430102106;LOP*TI*;Auxiliar
430102107;LOZ*ER*;Auxiliar
430102108;LLO*AR*;Auxiliar
430102109;LOP*CH*;Auxiliar
430102110;LOB*RV*;Auxiliar
430102113;LLO*RO*;Auxiliar
430102114;LOP*AM*;Auxiliar
430102115;LOP*NA*;Auxiliar
430102116;LLO*RE*;Auxiliar
430102117;LOB*ER*;Auxiliar
430102118;LOP*VO*;Auxiliar
430102119;LLO*MA*;Auxiliar
430102523;LOP*IA*;Auxiliar
430102524;LAB*BE*;Auxiliar
430102525;LOP*ER*;Auxiliar
430102526;LOP*ER*;Auxiliar
430102527;LAZ*RA*;Auxiliar
430102528;LOP*Z *;Auxiliar
430102529;GUT* P*;Auxiliar
430102530;LUC*RE*;Auxiliar
430102531;LLO*CA*;Auxiliar
430102532;LIB*GR*;Auxiliar
430102533;LAB*RO*;Auxiliar
430102534;LOP*IT*;Auxiliar
430102537;LAB*IO*;Auxiliar
430102538;LOP*IA*;Auxiliar
430102539;LOP*NS*;Auxiliar
430102540;LUQ*RR*;Auxiliar
430102542;CAS*SQ*;Auxiliar
430102543;INE*EN*;Auxiliar
430102544;LUC*OV*;Auxiliar
430102545;LUS*OP*;Auxiliar
430102546;LA *UE*;Auxiliar
430102547;MAR*MP*;Auxiliar
430102548;MUL* N*;Auxiliar
430102549;MAD*DA*;Auxiliar
430102550;DES*OG*;Auxiliar
430103002;MAY*RE*;Auxiliar
430103003;MAR*C.*;Auxiliar
430103009;MAR*TE*;Auxiliar
430103010;MAR*AG*;Auxiliar
430103011;ART*AR*;Auxiliar
430103013;MAR*BA*;Auxiliar
430103014;DE *RE*;Auxiliar
430103016;MAR*ME*;Auxiliar
430103017;MAR*RT*;Auxiliar
430103018;MOR*PE*;Auxiliar
430103019;MON*B.*;Auxiliar
430103026;MAR*QU*;Auxiliar
430103028;MAR*RC*;Auxiliar
430103029;MUS* C*;Auxiliar
430103030;MAR*ÑA*;Auxiliar
430103033;MAR*NZ*;Auxiliar
430103036;M.T* S*;Auxiliar
430103044;MON*NZ*;Auxiliar
430103049;MOR*NT*;Auxiliar
430103051;MUN*E *;Auxiliar
430103052;MUÑ*NS*;Auxiliar
430103053;MUÑ*AN*;Auxiliar
430103056;MUÑ*TI*;Auxiliar
430103059;MIG*RR*;Auxiliar
430103060;MIG*NZ*;Auxiliar
430103061;MIG*RR*;Auxiliar
430103064;MAR*RR*;Auxiliar
430103065;MAR* G*;Auxiliar
430103067;MES*UE*;Auxiliar
430103069;MAR*AR*;Auxiliar
430103078;C.B*ZU*;Auxiliar
430103084;MAR*RT*;Auxiliar
430103086;MAN*LE*;Auxiliar
430103089;MAR*UÑ*;Auxiliar
430103094;MIG*ST*;Auxiliar
430103098;MUÑ*IO*;Auxiliar
430103104;MAR*ME*;Auxiliar
430103108;MAT*SA*;Auxiliar
430103114;MAT*DE*;Auxiliar
430103116;MAR*O *;Auxiliar
430103117;MON*MA*;Auxiliar
430103118;MAT*ON*;Auxiliar
430103125;MUÑ*IN*;Auxiliar
430103126;MOS*L*;Auxiliar
430103131;MAN*NS*;Auxiliar
430103136;MOR*L *;Auxiliar
430103140;MAR*ME*;Auxiliar
430103141;MOZ*IR*;Auxiliar
430103145;MAR*MO*;Auxiliar
430103146;RAM*TI*;Auxiliar
430103147;MIG*Z *;Auxiliar
430103149;MON*ZA*;Auxiliar
430103150;MAR*ÑO*;Auxiliar
430103152;MAT*MA*;Auxiliar
430103154;MIR*A *;Auxiliar
430103156;MAR*BE*;Auxiliar
430103160;MAR*NE*;Auxiliar
430103163;MAR*NZ*;Auxiliar
430103165;MOR*IN*;Auxiliar
430103175;MAR*MO*;Auxiliar
430103177;MAR*RC*;Auxiliar
430103178;MOR*TE*;Auxiliar
430103179;MAR*BA*;Auxiliar
430103190;MAR*RT*;Auxiliar
430103191;MAR*AN*;Auxiliar
430103192;MAR*BA*;Auxiliar
430103193;MIG*Z *;Auxiliar
430103198;INV*ES*;Auxiliar
430103203;MAR*MO*;Auxiliar
430103205;MAR*RT*;Auxiliar
430103206;MAR*NZ*;Auxiliar
430103207;MAL*ST*;Auxiliar
430103209;MAT*VI*;Auxiliar
430103210;MAR*AB*;Auxiliar
430103212;MUÑ*RI*;Auxiliar
430103213;MOR*DE*;Auxiliar
430103216;MAR*RC*;Auxiliar
430103217;MAR*UA*;Auxiliar
430103221;MIC*.L*;Auxiliar
430103222;MAR*PE*;Auxiliar
430103223;MAR*RT*;Auxiliar
430103224;MAR*CR*;Auxiliar
430103225;MON*RR*;Auxiliar
430103226;MAT*MU*;Auxiliar
430103227;MON*AC*;Auxiliar
430103228;MOR*LL*;Auxiliar
430103231;MED*TO*;Auxiliar
430103233;MAT*BR*;Auxiliar
430103234;MAR*BA*;Auxiliar
430103235;MAN*NS*;Auxiliar
430103236;MAR*ES*;Auxiliar
430103237;MAR*CE*;Auxiliar
430103239;MAR*NE*;Auxiliar
430103240;MAR*ER*;Auxiliar
430103241;MUÑ*LA*;Auxiliar
430103243;MUÑ*RE*;Auxiliar
430103245;MAR*AZ*;Auxiliar
430103246;MAR*RT*;Auxiliar
430103247;MON*.B*;Auxiliar
430103252;MAR*EN*;Auxiliar
430103253;MAR*NU*;Auxiliar
430103256;MAN*GI*;Auxiliar
430103257;MAD* O*;Auxiliar
430103260;MUÑ*ZA*;Auxiliar
430103262;HDR*EN*;Auxiliar
430103264;MOR*RI*;Auxiliar
430103266;MOR*ER*;Auxiliar
430103267;MUÑ*TI*;Auxiliar
430103271;DE *GA*;Auxiliar
430103275;MAR*EZ*;Auxiliar
430103276;MAR*SA*;Auxiliar
430103277;MAR*SC*;Auxiliar
430103278;MAR*AV*;Auxiliar
430103279;MAR*RR*;Auxiliar
430103280;MUY*O *;Auxiliar
430103281;M.G*IM*;Auxiliar
430103282;MAN*FR*;Auxiliar
430103283;MER*E *;Auxiliar
430103286;MAR*VI*;Auxiliar
430103295;MOR*RE*;Auxiliar
430103298;MIN*BA*;Auxiliar
430103307;MAR*RT*;Auxiliar
430103309;MUÑ*BA*;Auxiliar
430103311;MON*OR*;Auxiliar
430103312;MUÑ*A *;Auxiliar
430103314;MAR*RE*;Auxiliar
430103315;MAR*RE*;Auxiliar
430103316;MAR*ON*;Auxiliar
430103319;MAN*DI*;Auxiliar
430103322;MOR*RR*;Auxiliar
430103327;MAN*E *;Auxiliar
430103328;MIG*RR*;Auxiliar
430103330;MON*OR*;Auxiliar
430103331;MAR*RI*;Auxiliar
430103334;MAR* R*;Auxiliar
430103339;MOR*PE*;Auxiliar
430103341;MUÑ*AS*;Auxiliar
430103342;MUÑ*IA*;Auxiliar
430103343;MAR*EZ*;Auxiliar
430103345;MON*RI*;Auxiliar
430103347;MAT*JA*;Auxiliar
430103348;MIG*Z *;Auxiliar
430103350;MAR* G*;Auxiliar
430103351;MOR*RE*;Auxiliar
430103352;MEL*TE*;Auxiliar
430103353;MAR*FR*;Auxiliar
430103354;MUY*O *;Auxiliar
430103355;MOR*CA*;Auxiliar
430103358;MAR*ES*;Auxiliar
430103360;MAS*RC*;Auxiliar
430103364;MUN*ON*;Auxiliar
430103365;MAR*RE*;Auxiliar
430103366;MOR*RR*;Auxiliar
430103368;MAR*O *;Auxiliar
430103371;MON*OG*;Auxiliar
430103372;MAR*N *;Auxiliar
430103376;MOR*RT*;Auxiliar
430103378;MOR*ON*;Auxiliar
430103379;MAR*LO*;Auxiliar
430103380;MUÑ*AR*;Auxiliar
430103381;MOR*RG*;Auxiliar
430103385;MAR*RT*;Auxiliar
430103386;MON*AR*;Auxiliar
430103389;MOR*NZ*;Auxiliar
430103392;MAR*RO*;Auxiliar
430103393;MAR*NT*;Auxiliar
430103394;MON*IL*;Auxiliar
430103395;MOS*MA*;Auxiliar
430103396;MUÑ*NT*;Auxiliar
430103397;MER*NZ*;Auxiliar
430103398;MON*AR*;Auxiliar
430103399;MUÑ*OT*;Auxiliar
430103400;MAT*ES*;Auxiliar
430103401;MIG*RR*;Auxiliar
430103402;MAY*.(*;Auxiliar
430103404;MOR*ON*;Auxiliar
430103405;MON*AR*;Auxiliar
430103406;MAN*CU*;Auxiliar
430103407;MOR*RE*;Auxiliar
430103410;MOL*JA*;Auxiliar
430103411;MAR*RC*;Auxiliar
430103417;MAR*NT*;Auxiliar
430103418;MAT* A*;Auxiliar
430103419;MAR*ME*;Auxiliar
430103420;MAR*ME*;Auxiliar
430103421;MAN*AZ*;Auxiliar
430103428;MAT* H*;Auxiliar
430103429;MAR*RT*;Auxiliar
430103430;MAR*ME*;Auxiliar
430103434;MON*AN*;Auxiliar
430103436;MAR*ER*;Auxiliar
430103437;MAR*BI*;Auxiliar
430103439;MAR*BI*;Auxiliar
430103440;MER*RT*;Auxiliar
430103441;MED*RT*;Auxiliar
430103443;MOR*RC*;Auxiliar
430103444;MON*LO*;Auxiliar
430103446;MAR*OM*;Auxiliar
430103449;MAR*RO*;Auxiliar
430103450;MAR*UE*;Auxiliar
430103452;MAT*OS*;Auxiliar
430103453;MAR*OP*;Auxiliar
430103454;MUN*UT*;Auxiliar
430103455;MAT*EN*;Auxiliar
430103457;MAH*GR*;Auxiliar
430103458;MUÑ*RE*;Auxiliar
430103459;MAR*RI*;Auxiliar
430103460;MAN*MO*;Auxiliar
430103464;MAR*RR*;Auxiliar
430103468;MON*RC*;Auxiliar
430103469;MON*FE*;Auxiliar
430103470;MAR*ME*;Auxiliar
430103471;MON*LO*;Auxiliar
430103472;GRA*PI*;Auxiliar
430103478;MED*ER*;Auxiliar
430103480;MED* D*;Auxiliar
430103481;MAN*LE*;Auxiliar
430103483;MAR*ÑO*;Auxiliar
430103484;MAR*ZU*;Auxiliar
430103488;MER* L*;Auxiliar
430103492;MOR*RE*;Auxiliar
430103494;MON*LO*;Auxiliar
430103496;MON*LO*;Auxiliar
430103497;MAN*NS*;Auxiliar
430103498;MAR*CI*;Auxiliar
430103499;MAR*UB*;Auxiliar
430103501;MOR*O.*;Auxiliar
430103503;MAR*RT*;Auxiliar
430103505;MIE* L*;Auxiliar
430103507;MAR*TA*;Auxiliar
430103508;MAR*RN*;Auxiliar
430103509;MAR*RC*;Auxiliar
430103510;MUÑ*OZ*;Auxiliar
430103511;MAR*NZ*;Auxiliar
430103513;MAR*EN*;Auxiliar
430103518;MAN*GA*;Auxiliar
430103521;MOR*ON*;Auxiliar
430103522;MAD*VI*;Auxiliar
430103523;MAR*RI*;Auxiliar
430103526;MAR* D*;Auxiliar
430103527;MAR*RA*;Auxiliar
430103531;MAR*ZU*;Auxiliar
430103532;MUÑ*FR*;Auxiliar
430103535;MEL*.L*;Auxiliar
430103536;MAR*SA*;Auxiliar
430103543;MUÑ*MA*;Auxiliar
430103544;MOR*IN*;Auxiliar
430103546;MAR* F*;Auxiliar
430103549;MEN*RO*;Auxiliar
430103551;MAR*VO*;Auxiliar
430103552;MAR*PI*;Auxiliar
430103553;MAR*BI*;Auxiliar
430103554;MON*ER*;Auxiliar
430103555;MAN*SA*;Auxiliar
430103556;DE *EN*;Auxiliar
430103557;MAR*MI*;Auxiliar
430103558;MOR*RE*;Auxiliar
430103559;MOR* D*;Auxiliar
430103560;MEN*A *;Auxiliar
430103561;MAD*OR*;Auxiliar
430103562;VIT*.L*;Auxiliar
430103565;MAR*DR*;Auxiliar
430103566;MAR*ZA*;Auxiliar
430103567;MAR*NT*;Auxiliar
430103568;MAR*RO*;Auxiliar
430103570;MON*ER*;Auxiliar
430103571;MON*PA*;Auxiliar
430103577;MAR* G*;Auxiliar
430103581;MAR*BI*;Auxiliar
430103582;MAR*RE*;Auxiliar
430103584;MUÑ*AR*;Auxiliar
430103585;MON*O *;Auxiliar
430103586;PED*S *;Auxiliar
430103589;MAR*JO*;Auxiliar
430103593;MAR*VI*;Auxiliar
430103594;MAR*JE*;Auxiliar
430103595;M.C*RI*;Auxiliar
430103598;MUÑ*IL*;Auxiliar
430103599;MAM**;Auxiliar
430103601;MOR*S.*;Auxiliar
430103603;MIP*.L*;Auxiliar
430103604;MAR*QU*;Auxiliar
430103609;MAR*RR*;Auxiliar
430103615;MON* A*;Auxiliar
430103617;MAD* O*;Auxiliar
430103619;MIN*DE*;Auxiliar
430103620;MAC* S*;Auxiliar
430103621;HER*ER*;Auxiliar
430103626;MER*CO*;Auxiliar
430103630;MOR*LD*;Auxiliar
430103632;MOR*RI*;Auxiliar
430103633;MUR*UR*;Auxiliar
430103634;MAR*RN*;Auxiliar
430103636;MAR*IC*;Auxiliar
430103637;MAL* V*;Auxiliar
430103638;MAN*RE*;Auxiliar
430103639;MON*LO*;Auxiliar
430103640;MAR*UE*;Auxiliar
430103641;MAR*NC*;Auxiliar
430103642;MAR*VA*;Auxiliar
430103643;M.D*RI*;Auxiliar
430103644;MAR*LA*;Auxiliar
430103647;MAT*IS*;Auxiliar
430103649;MAT*NS*;Auxiliar
430103650;MOR*RC*;Auxiliar
430103653;MAT* G*;Auxiliar
430103655;MUÑ*EZ*;Auxiliar
430103656;MUÑ*EZ*;Auxiliar
430103657;MUÑ*O,*;Auxiliar
430103659;MAR*LO*;Auxiliar
430103660;MOR*RE*;Auxiliar
430103661;MAR*LA*;Auxiliar
430103663;MOR*ER*;Auxiliar
430103664;MON*LO*;Auxiliar
430103665;MAR*SC*;Auxiliar
430103666;MAR*EZ*;Auxiliar
430103668;MUÑ*DA*;Auxiliar
430103669;MER*RR*;Auxiliar
430103670;MES*S.*;Auxiliar
430103671;MAR*RT*;Auxiliar
430103672;MAD*RR*;Auxiliar
430103674;MAR*ES*;Auxiliar
430103676;MAR*NT*;Auxiliar
430103678;MUÑ*FR*;Auxiliar
430103679;MAR* A*;Auxiliar
430103680;MAR*OR*;Auxiliar
430103682;MAR*NZ*;Auxiliar
430103683;MAR*QU*;Auxiliar
430103684;MAT*MA*;Auxiliar
430103685;MAT* A*;Auxiliar
430103686;MAR*RA*;Auxiliar
430103689;MIO*NA*;Auxiliar
430103691;SAN*MO*;Auxiliar
430103692;MOR*CR*;Auxiliar
430103693;MUÑ*GU*;Auxiliar
430103695;MAT*BE*;Auxiliar
430103697;MAR*LA*;Auxiliar
430103699;MOR*NZ*;Auxiliar
430103701;MUÑ*TI*;Auxiliar
430103702;MAT*ON*;Auxiliar
430103704;MIO*NA*;Auxiliar
430103705;MED*MO*;Auxiliar
430103706;MOL*OD*;Auxiliar
430103711;MAR*UE*;Auxiliar
430103712;MIN*TA*;Auxiliar
430103713;MAR*NZ*;Auxiliar
430103714;MON*RC*;Auxiliar
430103715;MON*RC*;Auxiliar
430103716;MON*RC*;Auxiliar
430103717;MON*RC*;Auxiliar
430103720;MAR*RU*;Auxiliar
430103721;MAN*DO*;Auxiliar
430103723;MAR*NZ*;Auxiliar
430103724;MAS*LO*;Auxiliar
430103727;M.C*RB*;Auxiliar
430103728;MAR*SC*;Auxiliar
430103730;MUÑ*NT*;Auxiliar
430103733;MAR*SI*;Auxiliar
430103734;MAR*RT*;Auxiliar
430103736;MAD*OM*;Auxiliar
430103737;MAT*MA*;Auxiliar
430103738;MOR*S.*;Auxiliar
430103740;MUÑ*EZ*;Auxiliar
430103742;MAR*OM*;Auxiliar
430103747;MIL*C.*;Auxiliar
430103748;MAZ* S*;Auxiliar
430103750;MOR*IN*;Auxiliar
430103751;MAN*NA*;Auxiliar
430103752;LA *CI*;Auxiliar
430103753;MUÑ*CH*;Auxiliar
430103755;MIG*NZ*;Auxiliar
430103756;MAR*RT*;Auxiliar
430103760;MAR*RE*;Auxiliar
430103761;MON*ÑA*;Auxiliar
430103764;MER*DO*;Auxiliar
430103765;MAR*BO*;Auxiliar
430103769;MER*IS*;Auxiliar
430103770;MAT*MA*;Auxiliar
430103773;MAR*SA*;Auxiliar
430103780;MOL* U*;Auxiliar
430103781;MON*RN*;Auxiliar
430103783;MAR*NZ*;Auxiliar
430103785;MAR*ME*;Auxiliar
430103786;MAT*AS*;Auxiliar
430103787;MIG*RG*;Auxiliar
430103788;MAR*MA*;Auxiliar
430103792;MAR*AN*;Auxiliar
430103796;MAT*GA*;Auxiliar
430103797;MOR*NZ*;Auxiliar
430103799;MAR*N *;Auxiliar
430103800;MAT*BA*;Auxiliar
430103801;MEL*L *;Auxiliar
430103802;MUN*AR*;Auxiliar
430103803;MOR* A*;Auxiliar
430103804;MOR*RT*;Auxiliar
430103806;MAR*MO*;Auxiliar
430103807;MAR*MO*;Auxiliar
430103808;MAR*RT*;Auxiliar
430103809;MOR*RE*;Auxiliar
430103810;MOH*HA*;Auxiliar
430103811;MOR*MO*;Auxiliar
430103812;MAR*IN*;Auxiliar
430103815;MUS*IO*;Auxiliar
430103816;MOR*NZ*;Auxiliar
430103817;MUÑ*LA*;Auxiliar
430103818;MES*LT*;Auxiliar
430103819;MAR*ZU*;Auxiliar
430103820;MAR*OR*;Auxiliar
430103821;MEL*EZ*;Auxiliar
430103822;MIP*LI*;Auxiliar
430103823;MAR*RO*;Auxiliar
430103824;MAR*QU*;Auxiliar
430103825;MET* L*;Auxiliar
430103827;MAR*CE*;Auxiliar
430103828;MIG*RT*;Auxiliar
430103829;MAR*S *;Auxiliar
430103831;MUR*RR*;Auxiliar
430103832;MOR*RT*;Auxiliar
430103833;MER*C*;Auxiliar
430103835;MOR*PE*;Auxiliar
430103836;MIL*VE*;Auxiliar
430103837;MAN*NT*;Auxiliar
430103838;MUÑ*Z *;Auxiliar
430103839;MAR*ÑO*;Auxiliar
430103840;MAR*RR*;Auxiliar
430103841;MAR*OR*;Auxiliar
430103843;MAD*TE*;Auxiliar
430103845;MUÑ*RA*;Auxiliar
430103847;MAR*CR*;Auxiliar
430103848;MAD*SC*;Auxiliar
430103849;MAP*C.*;Auxiliar
430103850;MAR*CR*;Auxiliar
430103851;MAR*RT*;Auxiliar
430103852;MAR*RT*;Auxiliar
430103853;MAR*MO*;Auxiliar
430103854;MOR*AZ*;Auxiliar
430103855;MEV*. *;Auxiliar
430103856;MAE*VE*;Auxiliar
430103857;MAR*EV*;Auxiliar
430103858;MAN*RE*;Auxiliar
430103859;MIN* S*;Auxiliar
430103860;MUÑ*ZA*;Auxiliar
430103861;MAR*ES*;Auxiliar
430103862;MAN*AR*;Auxiliar
430103863;MAE*OM*;Auxiliar
430103864;MAR*AR*;Auxiliar
430103865;MAN*EB*;Auxiliar
430103868;MAR*BO*;Auxiliar
430103870;MUG*IG*;Auxiliar
430103871;MAR*RE*;Auxiliar
430103876;MAR*RI*;Auxiliar
430103878;MAT*MA*;Auxiliar
430103879;MAR*RT*;Auxiliar
430103880;MAS*AR*;Auxiliar
430103881;MAR*AR*;Auxiliar
430103883;MAR*NZ*;Auxiliar
430103885;MIG*Z *;Auxiliar
430103886;MIG*DR*;Auxiliar
430103887;MAR*AN*;Auxiliar
430103889;MAR*MA*;Auxiliar
430103890;MOR*RI*;Auxiliar
430103891;MAR*LA*;Auxiliar
430103892;MIC* W*;Auxiliar
430103893;MIN* K*;Auxiliar
430103895;MAT*IN*;Auxiliar
430103897;MUÑ*CH*;Auxiliar
430103900;MOR* D*;Auxiliar
430103903;DE * P*;Auxiliar
430103904;MUÑ*ME*;Auxiliar
430103905;MAR*L *;Auxiliar
430103906;MOR*LA*;Auxiliar
430103910;MIG*PE*;Auxiliar
430103911;MAT*AR*;Auxiliar
430103912;MAR*AV*;Auxiliar
430103914;MUR*IA*;Auxiliar
430103917;MOR*IA*;Auxiliar
430103919;MAT*LA*;Auxiliar
430103920;MUÑ*JO*;Auxiliar
430103922;MAS*EL*;Auxiliar
430103924;MAR*NT*;Auxiliar
430103925;MAR*VI*;Auxiliar
430103926;MAR*RO*;Auxiliar
430103927;MON*OR*;Auxiliar
430103928;MAR*RR*;Auxiliar
430103929;MAR*IC*;Auxiliar
430103930;MUN*ON*;Auxiliar
430103931;M.J*ME*;Auxiliar
430103932;MAT*SA*;Auxiliar
430103933;MOR* P*;Auxiliar
430103934;MAG*AB*;Auxiliar
430103935;MIG*BI*;Auxiliar
430103936;MEN*AZ*;Auxiliar
430103937;MAR* J*;Auxiliar
430103938;MAR*DA*;Auxiliar
430103939;MAR*EJ*;Auxiliar
430103940;M.J*ME*;Auxiliar
430103941;MUÑ*OZ*;Auxiliar
430103942;MAR*RN*;Auxiliar
430103943;MAR*EN*;Auxiliar
430103944;MAR*RC*;Auxiliar
430103945;MIG*Z *;Auxiliar
430103947;MIG*Z *;Auxiliar
430103948;MUN*AR*;Auxiliar
430103949;MIC*IN*;Auxiliar
430103950;MAG*.L*;Auxiliar
430103951;MON* G*;Auxiliar
430103952;MAR*LM*;Auxiliar
430103953;MEN*EB*;Auxiliar
430103954;MAR*RN*;Auxiliar
430103955;MUÑ*NO*;Auxiliar
430103956;MOR*DE*;Auxiliar
430103957;MAG*S.*;Auxiliar
430103958;MAR* D*;Auxiliar
430103959;MUÑ*ÑA*;Auxiliar
430103960;MAR*DE*;Auxiliar
430103961;MUÑ*ÑA*;Auxiliar
430103962;MAL* G*;Auxiliar
430103963;MAR*CO*;Auxiliar
430103967;MAT*UD*;Auxiliar
430103969;MAR*VI*;Auxiliar
430103970;MAR*RA*;Auxiliar
430103974;MAR*RT*;Auxiliar
430103975;MAR*RC*;Auxiliar
430103977;MAR*UT*;Auxiliar
430103978;MES*BA*;Auxiliar
430103980;MAN*O *;Auxiliar
430103981;MAR*CA*;Auxiliar
430103982;MAN*UE*;Auxiliar
430103988;MUÑ*AN*;Auxiliar
430103992;MER*NG*;Auxiliar
430103993;MON*ER*;Auxiliar
430103994;MAR*CE*;Auxiliar
430103995;MAR*CR*;Auxiliar
430103997;MAR*O *;Auxiliar
430103998;MER*ER*;Auxiliar
430103999;MUÑ*AR*;Auxiliar
430104000;MAR* D*;Auxiliar
430104001;NAR*VA*;Auxiliar
430104002;NOG*ER*;Auxiliar
430104003;NUT*E *;Auxiliar
430104004;DE *S *;Auxiliar
430104005;NEV*AR*;Auxiliar
430104006;ARB*UA*;Auxiliar
430104007;MAR*IC*;Auxiliar
430104009;NOG*DR*;Auxiliar
430104010;NOG*OG*;Auxiliar
430104011;NOG*DR*;Auxiliar
430104015;NUG*.L*;Auxiliar
430104016;NEV*AR*;Auxiliar
430104017;MOL* C*;Auxiliar
430104019;NUT* Y*;Auxiliar
430104029;NAV*EL*;Auxiliar
430104036;NOR*VE*;Auxiliar
430104037;NAV*AÑ*;Auxiliar
430104038;NUÑ*EG*;Auxiliar
430104042;NIE*MU*;Auxiliar
430104043;NOG*AÑ*;Auxiliar
430104046;NIE*TI*;Auxiliar
430104049;NIE*RO*;Auxiliar
430104054;NOG*EG*;Auxiliar
430104055;NIE*NO*;Auxiliar
430104057;NIE*NA*;Auxiliar
430104058;NOV*SA*;Auxiliar
430104059;NIL*A.*;Auxiliar
430104060;MON*O *;Auxiliar
430104061;NIE*CH*;Auxiliar
430104063;NAV*S *;Auxiliar
430104067;NIE*Z *;Auxiliar
430104068;NIE*TE*;Auxiliar
430104069;NAV*LL*;Auxiliar
430104071;MIG*RD*;Auxiliar
430104072;NOV*S.*;Auxiliar
430104074;NIE*AB*;Auxiliar
430104075;NUT*S.*;Auxiliar
430104076;NIÑ*OS*;Auxiliar
430104077;MON*ST*;Auxiliar
430104078;NAV*O *;Auxiliar
430104081;NAV*LL*;Auxiliar
430104082;NUT*A.*;Auxiliar
430104083;NTR*OR*;Auxiliar
430104086;NOG*OG*;Auxiliar
430104088;NES*RI*;Auxiliar
430104089;NES*PA*;Auxiliar
430104092;NIL*A.*;Auxiliar
430104093;NUE*CN*;Auxiliar
430104094;NEO*TR*;Auxiliar
430104095;NUT* D*;Auxiliar
430104096;NIE*NS*;Auxiliar
430104098;NAB*S.*;Auxiliar
430104103;NUT*ID*;Auxiliar
430104104;DE *UT*;Auxiliar
430104105;NUE*CN*;Auxiliar
430104109;NIE*TI*;Auxiliar
430104110;NOR* S*;Auxiliar
430104111;N. *RI*;Auxiliar
430104112;NIN*OT*;Auxiliar
430104113;NIE*LO*;Auxiliar
430104115;NOG*UR*;Auxiliar
430104118;NUÑ*AN*;Auxiliar
430104119;NAN**;Auxiliar
430104120;NIE*Z *;Auxiliar
430104121;DE *ET*;Auxiliar
430104122;NAV*OM*;Auxiliar
430104123;NIE*NS*;Auxiliar
430104124;MOY* G*;Auxiliar
430104125;NAV*AR*;Auxiliar
430104126;MUÑ*IR*;Auxiliar
430104127;MUÑ*NA*;Auxiliar
430104129;GRA*LO*;Auxiliar
430104130;NAV*Z *;Auxiliar
430104131;NOU*E *;Auxiliar
430104132;MAR* J*;Auxiliar
430104133;MAN*AN*;Auxiliar
430104254;MUÑ*RA*;Auxiliar
430104255;NUT*L.*;Auxiliar
430104256;MOR*EN*;Auxiliar
430104257;NOG*AN*;Auxiliar
430104258;NOV*RO*;Auxiliar
430104259;MUÑ*RE*;Auxiliar
430104260;MUN*AL*;Auxiliar
430104261;MAN*AZ*;Auxiliar
430104263;MAR*NZ*;Auxiliar
430104265;MAG*S *;Auxiliar
430104266;MON*LO*;Auxiliar
430104267;NAV*OO*;Auxiliar
430104268;MAI*ER*;Auxiliar
430104269;MAR*JA*;Auxiliar
430104270;MAR*LO*;Auxiliar
430104271;MIN*GA*;Auxiliar
430104273;MED*OS*;Auxiliar
430104274;MUÑ*CH*;Auxiliar
430104275;NIC*AN*;Auxiliar
430104276;MAR*PE*;Auxiliar
430104277;MAR*RU*;Auxiliar
430104278;MAR*AZ*;Auxiliar
430104279;MAJ*E *;Auxiliar
430104280;NAV*GA*;Auxiliar
430104281;MUÑ*EN*;Auxiliar
430104282;PIC*SA*;Auxiliar
430104283;FAL*L *;Auxiliar
430104286;MUÑ*IR*;Auxiliar
430104287;MED*MO*;Auxiliar
430104289;MAT*RI*;Auxiliar
430104290;NUT*AG*;Auxiliar
430104291;MAR*NC*;Auxiliar
430104292;MAT*AR*;Auxiliar
430104293;NUE*VO*;Auxiliar
430104294;NAV*AR*;Auxiliar
430104295;MAR*HE*;Auxiliar
430104298;NAJ*NZ*;Auxiliar
430104299;MAR*RC*;Auxiliar
430104300;MUÑ*EN*;Auxiliar
430104302;MAR*OP*;Auxiliar
430104304;MIS*RE*;Auxiliar
430104305;MIR*UC*;Auxiliar
430104307;PIC*RU*;Auxiliar
430104308;NAV*DA*;Auxiliar
430104309;NIC*OP*;Auxiliar
430104311;NAV*DA*;Auxiliar
430104312;NAV*DA*;Auxiliar
430104313;MAR*UT*;Auxiliar
430104500;MUÑ*AL*;Auxiliar
430104501;MAR*GO*;Auxiliar
430104502;MUÑ*NO*;Auxiliar
430104503;MAR*DA*;Auxiliar
430104504;MAR*RR*;Auxiliar
430104505;MAR*RR*;Auxiliar
430104506;MAR*PE*;Auxiliar
430104507;MAR*TA*;Auxiliar
430104508;MAR*RN*;Auxiliar
